product_name,brand,category,usage_frequency,price_usd,rating,number_of_reviews,product_size,skin_type,gender_target,packaging_type,main_ingredient,cruelty_free,country_of_origin,kategori_harga,rating_score,price_score,review_score,dss_score
perfect foundation,too faced,foundation,daily,38.04,2.2,5384,200ml,dry,unisex,bottle,vitamin c,False,italy,murah,0.44000000000000006,0.7996999785698978,0.5359871330920788,0.5671074201893852
magic face oil,clinique,face oil,monthly,54.57,2.0,4652,30ml,combination,female,spray,salicylic acid,True,japan,sedang,0.4,0.6816201157225517,0.4624045034177724,0.49696693540031994
ultra lipstick,e.l.f.,lipstick,occasional,23.59,4.4,7026,150ml,sensitive,female,bottle,aloe vera,True,japan,murah,0.8800000000000001,0.9029216372598042,0.7010454362685967,0.8510855784316607
super eyeliner,it cosmetics,eyeliner,occasional,120.57,1.6,3348,30ml,oily,female,stick,vitamin c,False,france,mahal,0.32,0.21015786841917294,0.3313228789706474,0.2893119363198814
super face mask,tatcha,face mask,weekly,94.17,3.3,4812,50ml,combination,unisex,stick,vitamin c,True,uk,sedang,0.6599999999999999,0.3987427673405244,0.4784881383192601,0.5453204578660094
magic face oil,juvia’s place,face oil,weekly,76.55,2.7,203,50ml,dry,unisex,tube,vitamin c,True,south korea,sedang,0.54,0.5246089006357597,0.01517893043827905,0.43041845627838377
super lip liner,rms beauty,lipstick,occasional,107.59,3.5,8323,100ml,oily,female,tube,retinol,True,usa,mahal,0.7,0.30287877705550403,0.8314234016887817,0.6071483134544076
divine foundation,rare beauty,foundation,monthly,99.54,3.9,6021,200ml,normal,unisex,jar,shea butter,True,france,sedang,0.78,0.3603828844917494,0.6000201045436269,0.6181188862562502
magic setting spray,becca,setting spray,weekly,64.11,4.2,944,100ml,normal,female,jar,aloe vera,True,australia,sedang,0.8400000000000001,0.6134723908850632,0.08966626457579413,0.6219749701806778
magic lip liner,kvd beauty,lipstick,weekly,128.74,2.1,7895,250ml,dry,female,stick,vitamin c,True,japan,mahal,0.42000000000000004,0.15179655689692118,0.788399678327302,0.41321890273453676
divine eye shadow,anastasia beverly hills,eyeshadow,weekly,129.45,2.7,7746,250ml,sensitive,male,stick,hyaluronic acid,False,japan,mahal,0.54,0.1467247660547183,0.7734217933252915,0.4687017884814738
perfect lip liner,bourjois,lipstick,occasional,89.51,3.1,3626,250ml,dry,female,bottle,vitamin c,True,uk,sedang,0.62,0.4320308593470962,0.3592681946119823,0.5114628967265253
divine face mask,perricone md,face mask,weekly,149.13,3.7,1337,50ml,dry,unisex,bottle,glycerin,True,italy,mahal,0.74,0.0061432959497107475,0.12917169280257337,0.39767732734542793
magic bronzer,fenty beauty,bronzer,daily,44.89,4.7,7608,50ml,dry,female,tube,glycerin,True,uk,murah,0.9400000000000001,0.7507679119937138,0.7595496582227583,0.8471403052426659
super lip liner,yves saint laurent,lipstick,occasional,65.25,1.8,6771,50ml,oily,female,compact,vitamin c,True,australia,sedang,0.36,0.605328952068005,0.6754121431443506,0.49668111424927164
magic lip liner,danessa myricks,lipstick,occasional,11.75,1.8,6184,150ml,oily,unisex,spray,salicylic acid,False,germany,murah,0.36,0.9874991070790771,0.6164053075995175,0.5995307936436266
magic blush,ilia beauty,blush,weekly,137.76,2.6,4293,50ml,dry,unisex,compact,aloe vera,False,italy,mahal,0.52,0.08736338309879288,0.42631684760755933,0.3714723844511497
perfect cleanser,kylie cosmetics,cleanser,weekly,127.45,2.2,7012,50ml,sensitive,female,spray,hyaluronic acid,False,south korea,mahal,0.44000000000000006,0.1610115008214873,0.6996381182147166,0.4082310738893895
ultra face mask,bourjois,face mask,daily,43.48,4.8,8937,100ml,dry,male,jar,salicylic acid,False,germany,murah,0.96,0.7608400600042861,0.8931443506232408,0.886880888125934
ultra contour,rare beauty,contour,monthly,63.16,1.7,4706,250ml,oily,female,bottle,aloe vera,True,france,sedang,0.33999999999999997,0.6202585898992785,0.46783273019702454,0.44964412300918843
ultra foundation,e.l.f.,foundation,monthly,37.15,4.9,4604,30ml,oily,unisex,spray,salicylic acid,True,japan,murah,0.9800000000000001,0.8060575755411101,0.45757941294732607,0.8233331552517983
magic lip gloss,ilia beauty,lip gloss,weekly,71.13,3.8,2933,100ml,normal,male,jar,retinol,True,germany,sedang,0.76,0.5633259518537039,0.28960595094491354,0.6069189757450939
divine cc cream,it cosmetics,cc cream,monthly,73.42,4.8,8572,50ml,normal,male,bottle,retinol,True,italy,sedang,0.96,0.5469676405457533,0.856453558504222,0.8153810038645704
ultra lipstick,glossier,lipstick,weekly,22.67,2.5,8678,250ml,oily,male,tube,retinol,True,australia,murah,0.5,0.909493535252518,0.8671089666264575,0.6962698539010469
divine lip gloss,farsali,lip gloss,daily,114.75,4.1,3822,150ml,sensitive,unisex,bottle,vitamin c,False,japan,mahal,0.82,0.25173226659047077,0.37897064736630476,0.5613138094504021
perfect face oil,too faced,face oil,weekly,20.52,3.8,5221,50ml,dry,male,compact,vitamin c,True,france,murah,0.76,0.9248517751267948,0.5196019300361882,0.7613759185452761
super eye shadow,yves saint laurent,eyeshadow,occasional,76.08,3.8,8426,100ml,combination,female,tube,retinol,True,australia,sedang,0.76,0.5279662833059504,0.8417772416566144,0.706745333323108
ultra lip liner,rms beauty,lipstick,occasional,56.77,5.0,8071,250ml,normal,female,compact,retinol,False,usa,sedang,1.0,0.6659047074791056,0.8060916767189384,0.8609897475875193
ultra face mask,patrick ta,face mask,occasional,112.23,4.9,3260,50ml,dry,unisex,tube,hyaluronic acid,False,south korea,mahal,0.9800000000000001,0.2697335523965998,0.3224768797748291,0.6354154416739458
ultra setting spray,tatcha,setting spray,monthly,96.66,2.6,7440,250ml,oily,female,spray,shea butter,False,usa,sedang,0.52,0.3809557825558969,0.7426618415761962,0.5228191030820084
magic eye shadow,rms beauty,eyeshadow,daily,137.18,2.2,2899,150ml,normal,male,jar,salicylic acid,False,italy,mahal,0.44000000000000006,0.09150653618115578,0.2861881785283474,0.30468959656001626
perfect foundation,too faced,foundation,weekly,52.06,2.6,438,200ml,combination,unisex,jar,retinol,True,south korea,sedang,0.52,0.6995499678548468,0.038801769199839166,0.47762534419642183
perfect lip gloss,juvia’s place,lip gloss,daily,43.27,3.6,2242,200ml,sensitive,female,jar,aloe vera,True,italy,murah,0.72,0.7623401671547968,0.22014475271411338,0.6327310006892617
perfect contour,rms beauty,contour,weekly,86.58,4.6,5899,150ml,dry,unisex,stick,shea butter,False,germany,sedang,0.9199999999999999,0.4529609257804129,0.5877563329312424,0.7134395443203724
magic lip liner,glossier,lipstick,occasional,14.16,4.9,1354,30ml,sensitive,male,tube,shea butter,False,italy,murah,0.9800000000000001,0.9702835916851204,0.13088057901085645,0.8072611933077074
divine powder,shiseido,powder,occasional,131.38,3.2,6550,30ml,normal,male,compact,salicylic acid,True,australia,mahal,0.64,0.13293806700478616,0.6531966224366706,0.49052074458877004
ultra foundation,nars,foundation,weekly,52.79,2.0,8352,250ml,dry,unisex,compact,shea butter,True,italy,sedang,0.4,0.694335309664976,0.8343385605146764,0.5751683050024281
magic makeup remover,milk makeup,makeup remover,daily,119.83,1.0,9989,100ml,sensitive,male,spray,glycerin,True,italy,mahal,0.2,0.21544396028287738,0.9988942501005227,0.36441203810496775
divine moisturizer,anastasia beverly hills,moisturizer,occasional,127.5,1.8,5967,200ml,normal,unisex,stick,aloe vera,False,australia,mahal,0.36,0.16065433245231808,0.5945918777643747,0.3471146752885704
super primer,juvia’s place,primer,monthly,122.55,4.0,8912,200ml,normal,unisex,compact,shea butter,False,south korea,mahal,0.8,0.1960140010000715,0.8906312826698833,0.6369304568339982
perfect serum,clinique,serum,weekly,70.39,2.1,3712,200ml,oily,unisex,tube,hyaluronic acid,False,usa,sedang,0.42000000000000004,0.5686120437174085,0.36791314837153194,0.454166242789529
magic setting spray,danessa myricks,setting spray,occasional,116.98,2.1,9628,50ml,dry,unisex,compact,aloe vera,False,australia,mahal,0.42000000000000004,0.23580255732552324,0.962605548854041,0.4732618769684652
divine eyeliner,yves saint laurent,eyeliner,monthly,38.17,1.9,7772,150ml,dry,unisex,spray,vitamin c,False,australia,murah,0.38,0.7987713408100579,0.7760353839967833,0.584838479042374
divine face oil,danessa myricks,face oil,weekly,37.12,4.5,735,30ml,oily,male,compact,aloe vera,True,italy,murah,0.9,0.8062718765626117,0.06865701648572578,0.7056129662659287
magic eyeliner,clinique,eyeliner,weekly,13.63,4.7,5472,50ml,dry,female,spray,retinol,True,france,murah,0.9400000000000001,0.9740695763983142,0.5448331322878971,0.8711874993770736
magic face oil,rms beauty,face oil,weekly,32.52,2.3,6955,200ml,oily,unisex,jar,aloe vera,False,uk,murah,0.45999999999999996,0.8391313665261804,0.6939083232810616,0.6205210746140664
perfect primer,kiehl’s,primer,weekly,143.22,2.7,1202,30ml,dry,female,tube,glycerin,False,usa,mahal,0.54,0.04836059718551333,0.1156011258544431,0.30762840432654265
divine contour,charlotte tilbury,contour,occasional,144.11,2.3,1511,100ml,dry,unisex,stick,glycerin,True,france,mahal,0.45999999999999996,0.042003000214301034,0.1466626457579413,0.27193342921587854
magic lip liner,morphe,lipstick,occasional,121.96,2.1,9911,200ml,dry,male,spray,salicylic acid,True,japan,mahal,0.42000000000000004,0.2002285877562684,0.9910534780860475,0.46827927194409
super foundation,bobby brown,foundation,weekly,118.2,1.7,5828,150ml,combination,female,stick,aloe vera,True,australia,mahal,0.33999999999999997,0.2270876491177941,0.5806192199437072,0.3542501387240796
ultra highlighter,juvia’s place,highlighter,daily,23.33,3.3,5442,30ml,sensitive,unisex,jar,vitamin c,True,australia,murah,0.6599999999999999,0.9047789127794843,0.5418174507438681,0.7097971639826189
ultra cc cream,danessa myricks,cc cream,monthly,36.4,2.3,6836,250ml,dry,unisex,bottle,retinol,False,japan,murah,0.45999999999999996,0.8114151010786486,0.6819461198230801,0.6098137542882106
perfect makeup remover,nars,makeup remover,monthly,102.37,2.1,1521,150ml,sensitive,unisex,bottle,shea butter,False,germany,mahal,0.42000000000000004,0.3401671547967712,0.14766787293928427,0.3415837210268883
super eyeliner,fenty beauty,eyeliner,monthly,65.69,1.0,3594,150ml,dry,unisex,jar,retinol,False,france,sedang,0.2,0.6021858704193157,0.35605146763168477,0.35186605465213167
ultra bronzer,danessa myricks,bronzer,monthly,26.74,4.7,4598,50ml,normal,unisex,bottle,retinol,True,germany,murah,0.9400000000000001,0.880420030002143,0.4569762766385203,0.825521264328347
magic lip gloss,colourpop,lip gloss,weekly,94.81,1.9,7645,200ml,sensitive,male,tube,glycerin,True,germany,sedang,0.38,0.39417101221515827,0.7632689987937273,0.46090510342329294
ultra face mask,e.l.f.,face mask,daily,15.36,4.9,5936,200ml,normal,male,tube,vitamin c,True,uk,murah,0.9800000000000001,0.9617115508250589,0.5914756735022115,0.8968085999479599
ultra blush,pat mcgrath labs,blush,monthly,49.92,3.8,941,250ml,combination,unisex,compact,salicylic acid,True,australia,murah,0.76,0.7148367740552897,0.08936469642139123,0.6123239715008651
divine face mask,danessa myricks,face mask,weekly,140.34,4.7,3776,100ml,normal,female,stick,salicylic acid,False,usa,mahal,0.9400000000000001,0.06893349524966075,0.3743466023321271,0.5655493690413237
perfect primer,huda beauty,primer,daily,21.85,1.6,1091,200ml,dry,female,stick,glycerin,True,australia,murah,0.32,0.9153510965068934,0.10444310414153599,0.4554939497803753
magic bb cream,kylie cosmetics,bb cream,monthly,85.05,3.3,4691,250ml,dry,unisex,stick,vitamin c,False,italy,sedang,0.6599999999999999,0.4638902778769912,0.46632488942501005,0.5624320612480993
ultra powder,anastasia beverly hills,powder,daily,145.4,1.1,9952,100ml,combination,female,bottle,shea butter,False,japan,mahal,0.22000000000000003,0.032788056289735024,0.9951749095295537,0.3188713987928313
ultra face mask,bourjois,face mask,occasional,137.94,1.2,9831,150ml,normal,female,compact,vitamin c,False,usa,mahal,0.24,0.08607757696978369,0.9830116606353035,0.3424256052179958
super bronzer,fenty beauty,bronzer,daily,55.69,2.1,9665,150ml,sensitive,female,spray,vitamin c,False,south korea,sedang,0.42000000000000004,0.673619544253161,0.96632488942501,0.6053508411609503
ultra makeup remover,bobby brown,makeup remover,daily,75.68,2.3,9380,100ml,combination,unisex,stick,vitamin c,False,south korea,sedang,0.45999999999999996,0.5308236302593042,0.9376759147567351,0.5767822720291382
ultra lip liner,huda beauty,lipstick,monthly,14.38,4.8,1719,200ml,combination,unisex,bottle,shea butter,False,australia,murah,0.96,0.9687120508607757,0.16757137112987536,0.8041278894842078
divine lip gloss,fenty beauty,lip gloss,weekly,144.17,1.1,2967,50ml,oily,female,compact,aloe vera,True,france,mahal,0.22000000000000003,0.041574398171298155,0.2930237233614797,0.1810770641236854
ultra lip liner,morphe,lipstick,daily,47.96,2.3,1872,100ml,sensitive,male,stick,shea butter,True,japan,murah,0.45999999999999996,0.7288377741267233,0.182951347004423,0.4852416016389016
super cleanser,juvia’s place,cleanser,daily,47.97,5.0,4668,30ml,sensitive,unisex,compact,vitamin c,True,south korea,murah,1.0,0.7287663404528895,0.4640128669079212,0.8114324755174511
ultra exfoliator,danessa myricks,exfoliator,weekly,11.87,2.9,542,30ml,oily,male,tube,retinol,True,uk,murah,0.58,0.986641902993071,0.049256131885806194,0.5958437972750825
ultra contour,perricone md,contour,weekly,41.97,4.4,4635,30ml,dry,male,compact,hyaluronic acid,True,japan,murah,0.8800000000000001,0.7716265447531967,0.46069561720948937,0.763627086867857
divine cleanser,clinique,cleanser,monthly,64.45,1.8,8180,50ml,combination,unisex,bottle,salicylic acid,True,japan,sedang,0.36,0.6110436459747125,0.817048652995577,0.5267228243915292
magic bb cream,rms beauty,bb cream,occasional,126.92,1.9,8286,30ml,oily,male,tube,vitamin c,False,france,mahal,0.38,0.1647974855346811,0.8277040611178126,0.40498005788396685
ultra cc cream,yves saint laurent,cc cream,occasional,80.92,3.8,581,30ml,combination,female,compact,hyaluronic acid,True,italy,sedang,0.76,0.4933923851703693,0.053176517893043826,0.5386530191297195
magic foundation,pat mcgrath labs,foundation,monthly,110.46,3.7,9869,30ml,oily,female,stick,shea butter,True,uk,mahal,0.74,0.2823773126651905,0.9868315239244069,0.6520794985844385
divine mascara,ilia beauty,mascara,occasional,146.41,2.5,1352,200ml,sensitive,unisex,spray,retinol,True,france,mahal,0.5,0.025573255232516745,0.13067953357458786,0.2838078832846726
ultra lipstick,tatcha,lipstick,monthly,31.9,1.9,2674,150ml,normal,unisex,spray,salicylic acid,True,italy,murah,0.38,0.8435602543038789,0.2635705669481303,0.49578218968078974
magic blush,morphe,blush,weekly,115.1,1.3,2410,150ml,normal,female,jar,hyaluronic acid,False,usa,mahal,0.26,0.24923208800628627,0.23703256936067552,0.252176140274021
divine primer,laura mercier,primer,occasional,101.6,1.6,7506,250ml,sensitive,unisex,stick,hyaluronic acid,False,germany,mahal,0.32,0.3456675476819774,0.7492963409730599,0.4135595324992052
ultra highlighter,kiehl’s,highlighter,daily,51.65,3.4,9261,250ml,dry,unisex,bottle,hyaluronic acid,True,south korea,sedang,0.6799999999999999,0.7024787484820345,0.9257137112987536,0.735886366804361
super serum,becca,serum,weekly,88.08,1.8,3915,50ml,oily,male,jar,glycerin,True,italy,sedang,0.36,0.44224587470533616,0.38831926015279455,0.39033761444215975
magic face mask,shiseido,face mask,monthly,104.45,2.7,8650,30ml,oily,male,spray,salicylic acid,True,germany,mahal,0.54,0.3253089506393314,0.8642943305186972,0.5404515512955389
super blush,make up for ever,blush,occasional,112.46,1.5,5259,100ml,sensitive,female,stick,salicylic acid,True,australia,mahal,0.3,0.2680905778984214,0.5234217933252915,0.3351115320345847
perfect moisturizer,patrick ta,moisturizer,occasional,132.44,1.1,5449,250ml,normal,unisex,tube,shea butter,False,germany,mahal,0.22000000000000003,0.12536609757839856,0.5425211097708083,0.2561140512276812
divine setting spray,bourjois,setting spray,monthly,73.47,3.2,2327,50ml,dry,male,spray,shea butter,False,usa,sedang,0.64,0.5466104721765841,0.22868918375552874,0.5297209784040809
divine eye shadow,rms beauty,eyeshadow,weekly,32.39,4.9,1497,100ml,normal,unisex,jar,vitamin c,False,uk,murah,0.9800000000000001,0.8400600042860205,0.1452553277040611,0.7710690668266185
super cleanser,hourglass,cleanser,occasional,145.57,4.2,2799,100ml,normal,male,stick,hyaluronic acid,False,uk,mahal,0.8400000000000001,0.03157368383455972,0.27613590671491756,0.4846992864933515
ultra mascara,morphe,mascara,occasional,52.81,1.3,2842,200ml,combination,unisex,stick,retinol,False,australia,sedang,0.26,0.6941924423173084,0.2804583835946924,0.39434940941413105
magic primer,natasha denona,primer,weekly,135.9,1.4,1065,200ml,normal,female,bottle,aloe vera,False,usa,mahal,0.27999999999999997,0.10065004643188802,0.10182951347004424,0.19056091662357522
ultra bronzer,natasha denona,bronzer,weekly,148.85,4.0,6245,50ml,sensitive,unisex,spray,aloe vera,True,japan,mahal,0.8,0.00814343881705848,0.6225371934057097,0.5269504703262595
ultra cc cream,milk makeup,cc cream,monthly,106.85,4.9,6954,50ml,dry,female,jar,shea butter,True,japan,mahal,0.9800000000000001,0.3081648689192086,0.6938078005629272,0.7212110207883481
divine lipstick,natasha denona,lipstick,weekly,53.01,3.5,1851,30ml,normal,unisex,jar,aloe vera,False,usa,sedang,0.7,0.6927637688406315,0.18084036992360272,0.59399720463691
magic bronzer,tatcha,bronzer,occasional,49.34,3.0,7751,30ml,sensitive,female,compact,retinol,False,australia,murah,0.6,0.7189799271376527,0.773924406915963,0.6704788595244884
divine highlighter,bite beauty,highlighter,occasional,120.48,4.1,8027,50ml,normal,unisex,bottle,retinol,True,south korea,mahal,0.82,0.21080077148367737,0.8016686771210294,0.6335739668693091
magic eye shadow,pat mcgrath labs,eyeshadow,daily,87.75,4.2,4224,100ml,combination,unisex,compact,salicylic acid,True,japan,sedang,0.8400000000000001,0.444603185941853,0.4193807800562927,0.6372571117938145
